Titulo,Link,Precio,Estado,Puntuacion,Ubicacion,Marca,Modelo,Capacidad,Condicion,disponibilidad,oferta,Comentarios,modelo_linea,ram,almacenamiento,sistema_operativo
Ventilador Usb  Recargable Portatil,https://articulo.mercadolibre.com.pe/MPE-434988366-ventilador-usb-recargable-portatil-_JM,16.7,Nuevo,,"San Miguel, Lima Metropolitana",,,,"Llega ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,#434988366",,"{'0': 'Entrega a la victoria?', '1': 'Buenas colores disponible?', '2': 'Me puede enviar en color negro con destino a huacho por agencia shalom porfavor. Yo pagó el envío al recojerlo en la agencia', '3': 'Buenas noches, ¿cuenta con 5 y hace envíos a Huarmey?', '4': 'Buenas noches, tiene stock en color celeste?', '5': 'Hola cómo estás ? Tienes stock ? Quiero comprar y recógelos hoy mismo por la tarde.', '6': 'Hola omo estas ? tienes stosk quiero 2, pero una pregunta el tipo de bateria que usa es doble A o Triple A O ES UNA QUE ES MASN GRANDE', '7': 'Buenas tardes, tienen stock? Y cuanto seria el delivery hasta SMP, altura del palacio de la juventud de la av universitaria? Colores disponibles?', '8': 'buenas tardes, tiene stock? cuales serian las medidas del ventilador? para tener una idea', '9': 'Hola! Tienes color negro?'}",,,,
Ht03xl 11.55v 3470mah Batería Original Hp,https://articulo.mercadolibre.com.pe/MPE-600766934-ht03xl-1155v-3470mah-bateria-original-hp-_JM,259.99,Nuevo,,"Lima, Lima Metropolitana",,,,"Entrega a acordar con el vendedor,, recibe el producto que esperabas o te devolvemos tu dinero.",#600766934,,"{'0': 'Buenas tardes, tiene disponible? hace factura?', '1': 'Buenas tardes, tendrá batería original para HP 15 AY101LA de 4 celdas', '2': 'Buen día batería para hp 15 DA1034LA', '3': 'tengo una HP pero el codigo es SH03XL PERO VOLTAGE DE 13.2 V, me indica que le hace?', '4': 'buenas dia, compatible con HP pavilion laptop 15-cs0xxx', '5': 'Buenos días tendrán esta batería en stock HT 03XL??. Y quería confirmar si es original. Gracias', '6': 'Como puedo contactarlos, por que necesito garantía que funcjione. sino no me sirve. Como puedo ubicarlos.', '7': 'me puedes confirmar que es compatible con la laptop x360 13-ac0?', '8': 'como puedo contactarlo ?', '9': 'La entrada para hoy ?'}",,,,
"Hub Usb 3.0 Tp-link, 4 Puertos Usb 3.0 (5gbps), Excelente",https://articulo.mercadolibre.com.pe/MPE-443332793-hub-usb-30-tp-link-4-puertos-usb-30-5gbps-excelente-_JM,59.99,Nuevo,,"Miraflores, Lima Metropolitana",,,,"Envío a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,12 meses de garantía de fábrica.","¡Última disponible!,#443332793",,"{'0': 'Lo puedes enviar al rimac', '1': 'Buenas noches, se puede conectar un teclado y memoria USB y mouse bluetooth?', '2': 'Hola, ¿más o menos a qué altura de Miraflores queda tu tienda?', '3': 'hola, envios a Comas en cuanto tiempo llega?', '4': 'Buenas noches, tienes en stock? necesito conectar un teclado, entiendo que sería S/. 6..9 a P. Libre', '5': 'Disculpe yo estoy en chorrillos, que oficina tienen cerca?', '6': 'Buenas noches, aun tienen el producto?', '7': 'Hola! Aún está disponible? y Cuánto es tu costo de envío a Pueblo Libre?', '8': 'Buenas noches, aun lo tienes en stock? deseo comprar 4.', '9': 'hola tienes en stock? si lo compro ahora, cual es tu horario para recogerlo en tienda?'}",,,,
Adaptador Hub 6en 1 Usb C 4k Sd Macbook Pro Air 13 15 Ugreen,https://articulo.mercadolibre.com.pe/MPE-444832714-adaptador-hub-6en-1-usb-c-4k-sd-macbook-pro-air-13-15-ugreen-_JM,150.0,Nuevo,,"Lince, Lima Metropolitana",,,,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,30 días de garantía de fábrica.",#444832714,,"{'0': 'compatible con MacBook Air 2017 ??', '1': '¿Tiene entrada HDMI ?', '2': 'Puedes decirme que distancia hay entre cada puerto usb c xq co pro uno pero los puertos no tienen la misma distancia que del hub a las de mu laptop', '3': 'Hola es copatible con asus zenbook duo?', '4': 'me lo pueden traer a magdalena?', '5': 'Tienes en stock para entrega inmediata en lima?', '6': 'Tienes en stock?....envío para chorrillos cuánto?', '7': 'Buenas por favor si tienen el modelo UGREEN 50209', '8': 'Buenas tardes, tiene stock del producto? Es compatible con la Mac book pro o con las Mac book pro M1? Cuanto es el envío a Trujillo?', '9': 'Cuanto tarda la entrega si lo compro hoy para surco?'}",,,,
Bateria Hp 240 G2 Cq14 Cq15 240 G3 245 Hstnn-lb5s Oa04 Oa03,https://articulo.mercadolibre.com.pe/MPE-432781068-bateria-hp-240-g2-cq14-cq15-240-g3-245-hstnn-lb5s-oa04-oa03-_JM,96.04,Nuevo,4.8,"Lima, Lima Metropolitana",,,,"Entrega a acordar con el vendedor,, recibe el producto que esperabas o te devolvemos tu dinero.",#432781068,,"{'0': 'Buenas noches, tienen tienda física?', '1': 'Quiero para este modelo HP LAPTOP 15-CD005LA, es compatible??', '2': 'Hola es compatible con el modelo 15-ac121la?', '3': 'Hola, tendrás la OA04 para la HP 14 r018la', '4': 'Buenas, tiene para 15-da0010la?', '5': 'Saludos, ¿tiene en stock? Tambien deseo una batería para toshiba C845. Me comparte el enlace si lo tiene. ¿ hace envios ppr SHALOM?', '6': 'Esta batería sirve para la laptop HP 15-R006LA [F4J30LA] Envío para San Martín de Porres, Lima Y cuánto es el tiempo de vida de esta batería Gracias', '7': 'Buenos días tendrás para HP Modelo: 14-r005la', '8': 'Estimado buenos días, tienes en stock, cuanto sale enviar a la provincia de Piura.', '9': 'Cuenta con tienda fisica'}",,,,
Soporte Para Monitor Laptop Multifunción 4usb Mesa Elevador,https://articulo.mercadolibre.com.pe/MPE-448004375-soporte-para-monitor-laptop-multifuncion-4usb-mesa-elevador-_JM,185.25,Nuevo,4.8,"Miraflores, Lima Metropolitana",Stand Holder,,"10 "" - 24 ""","Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,Mesa,24 "",10 "",No,#448004375","5,% OFF","{'0': 'Hola, ando buscando varios modelos de soportes y tengo una duda que aún no me la resuelven y quizá sea algo obvia pero , como es que funcionan los puertos del soporte ? Entiendo que van conectados al CPU vía usb o hdmi, gracias de antemano.', '1': 'por casualidad tiene en color silver?', '2': 'Podria pasar mañana por su local para ver y comprar el producto, cierto?', '3': 'Hola, buenos dias.. aun tiene el producto en stock?', '4': 'Cuánto tiempo duración envío a provincia', '5': 'Es de 28 pulgadas', '6': 'Buenos días. Tengo este monitor Monitor 4K IPS 28 UHD HDR Samsung. Se puede usar esta mesa?', '7': 'Hola, cuánto más por el envío a Huancayo?', '8': 'Hola ya realice la compra, necesitas alguna información adicional ?', '9': 'Hola, hacen envío a San Borja ?'}",KM-0301,Monitores,,
Cargador Asus - 19v 2.37 45w - (4.0*1.35) Oferta ..! ,https://articulo.mercadolibre.com.pe/MPE-607480484-cargador-asus-19v-237-45w-40135-oferta--_JM,98.1,Nuevo,,"Ate, Lima Metropolitana",,,,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,6 meses de garantía de fábrica.","mañana,#607480484","10,% OFF","{'0': 'Hola tengo la X515E este cargador le hace, es el de pu ta fina me parece, son los originales ?', '1': 'Hola, hacen envíos hoy (domingo)?', '2': 'Buenos dias. Es compatible con la Asus VivoBook X505Z ? Gracias.', '3': 'Hola tienes para hacer envío en este momento...????', '4': 'Tendrá para la laptop ux305 la ?', '5': 'Mi Asus es X553M Input: 19V, 1.75A, 33W Tienes cargador para ella?', '6': 'buenos Dias tiene lo mismo que el cargador modelo ad2066320', '7': 'Se podría realizar el envío hoy mismo?', '8': 'Hola, es disponible con A406m?', '9': 'Tengo una laptop asus modelo Q200E y su cargador es de 19V 1.75A 33W tendra,este modelo'}",,,,
Enfriador De Laptop Ventilador Externo Usb Extractor De Aire,https://articulo.mercadolibre.com.pe/MPE-441125083-enfriador-de-laptop-ventilador-externo-usb-extractor-de-aire-_JM,33.24,Nuevo,,"Miraflores, Lima Metropolitana",,,,"Llega ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,15 días de garantía de fábrica.","mañana,#441125083","5,% OFF","{'0': 'todavia tiene el producto? es compatible con cualquier lap top??? Gracias', '1': 'Buenos días, hoy se podría recoger? En qué horarios ?', '2': 'Voy a dar comprar para pagar y recogerlo en su local. Conforme???', '3': 'Tienen local en Miraflores para dar comprar????', '4': 'buenas noches quiero comprar un enfriador de laptop para recoger en su tienda de miraflores.', '5': 'Ya listo y si lo pido ahora , llega hoy mismo?', '6': 'Buenas tardes tienes stock? Y hacen delivery a independencia?', '7': 'Disponoble? Para envio a Moquegua', '8': 'Buenas, tiene disponible cerca de San Juan de Lurigancho? Los domingo trabajan? Quiero comprar pero ir recoger en tienda', '9': 'Buenas noches Sigue estando disponible? Entrega en San Miguel pasare a retirar'}",,,,
Mando Usb Para Pc Y Laptop Modelo Play 2,https://articulo.mercadolibre.com.pe/MPE-441039213-mando-usb-para-pc-y-laptop-modelo-play-2-_JM,29.9,Nuevo,5.0,"San Juan De Lurigancho, Lima Metropolitana",No,,,"Llega ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,No,No,#441039213",,"{'0': '¿El envio a la provincia Talara de cuanto es?', '1': 'Con entrega en Miraflores, Cuanto seria?', '2': 'callao carmen de la legua cuanto sale?', '3': 'Que parte de SJL estan ubicado?', '4': 'Cuánto cuesta el envío a nuevo Chimbote', '5': 'Hace envío a nuevo Chimbote?', '6': 'Me encuentro en Callao, tomas valle y Angélica Gamarra.', '7': 'Hola, la entrega puede ser hoy de urgencia?', '8': 'Amigo ya pague el mando mañana puede llegar? Ya me cobro el envio tambien.', '9': 'Para los olivos cuánto sería el envio'}",No,,,
"Adaptador Convertidor Vga A Hdmi C/cable Audio, Video Fullhd",https://articulo.mercadolibre.com.pe/MPE-447890406-adaptador-convertidor-vga-a-hdmi-ccable-audio-video-fullhd-_JM,33.0,Nuevo,,"San Juan De Lurigancho, Lima Metropolitana",,,,"Envío a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.",#447890406,,"{'0': 'Tienen srock del adaptador?', '1': 'cuanto ultimo tienes alguno mejor', '2': 'A chaclacayo cuanto sería el delivery?', '3': 'Entonces como adquiero con descuento', '4': 'Me dijo media doce a 31 cómo lo compro', '5': 'Deseo 6 unidades', '6': 'Menos días quisiera saber cuánto me dejaría la media docena', '7': 'Ola a los olivos hacen entrega?', '8': 'Hola tienes disponible para el distrito de San Martin de Porres?', '9': 'Lo tiene disponible al mismo precio? Ase envíos por la agencia shalom?'}",,,,
Ssd Samsung 2tb 870 Qvo 2.5 Sata 3.0 Sata Iii 6 Gb/s 7mm,https://articulo.mercadolibre.com.pe/MPE-601248448-ssd-samsung-2tb-870-qvo-25-sata-30-sata-iii-6-gbs-7mm-_JM,1159.0,Nuevo,,"Los Olivos, Lima Metropolitana",Samsung,MZ-77Q2T0B/AM,SSD,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","2 TB,2.5 "",windows,SSD,Laptop,PC,#601248448",,"{'0': 'El precio de envío viene con ese descuento o ese solo es el precio del producto nada más.... Y cuánto es el costo de envío....', '1': 'Muy buenas tienen stock del producto..', '2': 'Stock disponible para pisco', '3': 'Buenas tardes, tiene stock? Envío a Chiclayo?', '4': 'tienes stock y envio para moquegua?', '5': 'Estimado tienes stock para enviarlo hoy a san miguel?', '6': 'Buenos días. Tienes stock? Envío a Chiclayo?'}",870 QVO,2 TB,"Laptop,PC",
Memorias Kingston Ddr4 16gb  2666mhz  Nuevas Selladas Laptop,https://articulo.mercadolibre.com.pe/MPE-438774659-memorias-kingston-ddr4-16gb-2666mhz-nuevas-selladas-laptop-_JM,360.0,Nuevo,4.9,"Lince, Lima Metropolitana",Kingston,sodimm,SODIMM,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","16 GB,No,SODIMM,DDR4 SDRAM,2666 GHz,Notebooks,#438774659",,"{'0': 'Buenos días hace envíos a provincias (Arequipa)?', '1': 'Buenas tardes es similar a la DDR4-2400 (1200mHZ)?', '2': 'Cuanto es el precio de la de 3200?', '3': 'Hola, tienes en 16gb 3200mhz? si no, aun tienes está en stock?', '4': 'hola emites factura?', '5': 'Actualmente tiene 8GB, podria colocarle 8GB mas en la otra ranura. ¿tambien tienes de 8gb 2666 GHZ DRR4?', '6': 'Estimado, es compatiple con HP Laptop 14-cf2074la ? No se cuantos slots tiene esta laptop. Me puedes ayudar?', '7': 'Buenas, me interesa tu producto, es compatible con el Lenovo IdeaPad S145-15IWL, gracias de antemano.', '8': 'Compatible con hp ryzen 5 3500u?', '9': 'Si deseo que la instalen, cuánto me cobrarían?'}",Kingston,DDR4 SDRAM,KVR26S17S8/16,
Mesa Graduable Multifuncional Metal Con Llantas Laptop Cama,https://articulo.mercadolibre.com.pe/MPE-420095972-mesa-graduable-multifuncional-metal-con-llantas-laptop-cama-_JM,169.9,Nuevo,4.3,"San Miguel, Lima Metropolitana",,,,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,#420095972","5,% OFF","{'0': 'solo tiene color negro? pueden entregar hoy?', '1': 'Buenas noches, donde puedo conseguir repuestos de las piezas? Muchas gracias', '2': 'es como la 1ra o 4ta foto?. xq en la 1ra foto el mouse esta sobre la barra de soporte, y la 4ta foto es al contrario, el tablero de la laptop esta sobre la barra de soporte.', '3': 'hola. aun disponible en negro? hace envio a provincia?', '4': 'ok compro. Gracias', '5': 'ok entonces, me emitirían una factura, y dime cuanto tiempo de garantía me dan. Respóndame porfavor para poder comprar el producto y enviar una movilidad lo antes posible. En que distrito se encuentran?', '6': 'Cuanto el delivery y quiero saber si puede llevar en una hora o menos. Y si no, si puedo enviar a alguna movilidad', '7': 'Hola tienes stock para hoy, cuanto el delivery hasta surco 15039 y emiten facturas? La necesitaria hoy mismo. Gracias', '8': 'Según la imagen ingresa por el lado izquierdo de la cama. Por disposición de mi cama, lo necesito para que ingrese por el lado derecho. ¿Eso se puede cambiar?', '9': 'Me pueden enviar por agencia de viajes cavasa'}",,,,
Mesa Plegable Portatil Table Mate Sala Laptop Niños Adultos ,https://articulo.mercadolibre.com.pe/MPE-439191896-mesa-plegable-portatil-table-mate-sala-laptop-ninos-adultos-_JM,54.99,Nuevo,3.3,"Miraflores, Lima Metropolitana",,,,"Llega ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,7 días de garantía de fábrica.","mañana,#439191896",,"{'0': 'No hay problema en comprar, pero quiero saber si llegará hoy mismo antes de las 6 ya que es para llevarlo fuera de Lima.', '1': 'Hola! Si compro en este momento llega hoy mismo? (Miraflores)', '2': 'Me interesa la mesa. Vivo en Chancay. Debo pagar 54.99 + 11.90 delivery? En que tiempo llega? Gracias Vladimir', '3': 'Hola buenas tardes ¿Hacen delivery a san isidro?', '4': 'Cuanto tiene de altura?', '5': 'Última, estoy CERCA de Atocongo, envío Gratis? Gracias mil', '6': 'Saludos, sólo color blanco? Cuando llega?, Surco. Gracias', '7': 'Ya le di a comprar, puede darme la info porfa', '8': 'Podrían dar su dirección porfa', '9': 'Podrían hacer la entregan hoy en sjl?contraentrega en alguna de las estaciones'}",,,,
Disco Duro 2tb Expansion Usb 3.0 Portable Seagate,https://articulo.mercadolibre.com.pe/MPE-440530968-disco-duro-2tb-expansion-usb-30-portable-seagate-_JM,335.0,Nuevo,4.9,¡Es uno de los mejores del sitio!,Seagate,DISCO DURO 2TB EXPANSION USB 3.0 PORTABLE SEAGATE,HDD,"Llega gratis ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,2 TB,USB 3.0,HDD,PC,Notebook,#440530968","30,% OFF","{'0': 'Aun le quedan disponibles, escribame ®9®9®2®5®1®2®1®0®7®', '1': 'Hola, ¿es compatible con el S22 Ultra y la tableta S7 FE?', '2': 'Buenos dias tiene disponible este producto y para cuando sería la entrega', '3': 'Cuál es mejor éste o el Toshiba?', '4': 'Cuenta con stock? es posible que la entrega sea hoy mismo, lo necesito urgente.', '5': 'Si lo compro mañana a primera hora podrían hacer el envío antes del medio día?', '6': 'Hola tiene stock? Cual es el costo de envío para San Juan de Miraflores?', '7': 'Solo sale dos opciones: estándar y retiro en domicilio del vendedor', '8': 'No me sale la opción para pagar los 15 soles adicionales, solo sale el precio del producto, cómo hago?', '9': 'es ssd o hdd?'}",Expansion,2 TB,USB 3.0,
Cargador Para Laptop Marca Acer 19v 3.42a,https://articulo.mercadolibre.com.pe/MPE-432767287-cargador-para-laptop-marca-acer-19v-342a-_JM,33.0,Nuevo,4.8,"Lima, Lima Metropolitana",,,,"Llega ,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.","mañana,#432767287",,"{'0': 'Viene con cable de poder o solo el cargador?', '1': 'Es compatible con acer aspire one D260, viene con cable de poder o solo el cargador con su cable incorporado?', '2': 'Buenas noches, este cargador es compatible con ACER Aspire 5741?', '3': 'Buenas tardes es compatible con modelo acer aspire 5750', '4': 'Es compatible con aspire e5?', '5': 'Hola este cargador es compatible con el modelo acer aspire 4750?', '6': 'Saludos tienes disponible para retirar en tienda?', '7': 'Hace envíos a provincias ?', '8': 'Lo quisiera para hoy estoy en Breña', '9': 'Donde haces entregas??'}",,,,
Hub Usb 3 Tipo C Thunderbolt 3 100w Pd 4k Macbook M1 Ugreen,https://articulo.mercadolibre.com.pe/MPE-602580307-hub-usb-3-tipo-c-thunderbolt-3-100w-pd-4k-macbook-m1-ugreen-_JM,149.99,Nuevo,,"Lince, Lima Metropolitana",,,,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,30 días de garantía de fábrica.",#602580307,,"{'0': 'compatible con macbook air 2017 ?', '1': 'Buenas noches, lo necesito para el día lunes, es posible??? Es para MacBook Air 2020 13.3 ‘’ cierto ?', '2': 'Ok ahora compro', '3': 'Estoy ubicado en San Luis, avenida del aire 1025, me confirma', '4': 'Lo necesito para hoy, hoy lo mandan ?', '5': 'Disponible para compra hoy?', '6': 'Buenas tardes, todavía tienen el producto?', '7': 'Hola. ¿Cuánto demora el envío o tienen local para poder ir a recogerlo? Porque lo necesito urgente.', '8': 'Envíos al Cusco ?', '9': 'En el puerto tipo C puedo conectarle otro adaptador adicional?'}",,,,
Ugreen Adaptador Hub Usb-c 5 En 1 Ethernet Hdmi Usb 3.0 Pd,https://articulo.mercadolibre.com.pe/MPE-444898512-ugreen-adaptador-hub-usb-c-5-en-1-ethernet-hdmi-usb-30-pd-_JM,199.0,Nuevo,,"Pueblo Libre, Lima Metropolitana",,,,"Envío gratis a todo el país,Devolución gratis,, recibe el producto que esperabas o te devolvemos tu dinero.,6 meses de garantía de fábrica.","Disponible 1 día después de tu compra,#444898512",,"{'0': 'Tienes para mañana?', '1': 'Hola buenas tardes aún tiene disponible el producto?', '2': 'Estimado buenas noches, aun tendrá este producto?', '3': 'Buenas tardes. La 4ta imagen muestra que se pueda cargar una MacBook através del adaptador. Quisiera saber si podrían cargar otros dispositivos como tables y al mismo tiempo usar otras puertos del adaptador como el ethernet. Gracias.', '4': 'Hola, ¿a qué se refiere lo de supercarga PD de 100w? La necesito para una que mac que carga con 61w. ¿Debes ser menor a la supercarga rápida o está bien que sea mayor?', '5': 'Hola, En el panel de la derecha dice envío gratis, pero en tu descripción pone que el envío serían S/12, ¿por qué? ¿Emiten factura?', '6': 'Buenas tardes aceptas tarjeta de credito?', '7': 'Disculpe, vivo en el Rimac, si lo compro ahora lo puede enviar hoy o a mañana? Gracias.', '8': 'Hola, si lo compro ahora me lo pueden traer hoy quizá con un motorizado?', '9': 'Buenas tardes, brinda factura?'}",,,,
